File,Codes,Page,ID,Text
"USA_Cheasapeake, 2022, Sustainability Report",[a],7,c5e46a76928f5d241d15cd1fb9cf0f47,"Consistent with this, Chesapeake set a net-zero goal (Scope 1 and Scope 2) for GHG emissions by 2035.To date, Chesapeake remains on track within the modeled emissions reductions trajectory pathways as determined by the Intergovernmental Panel on Climate Change (IPCC) and has reduced its methane and carbon dioxide intensity by 50 since 2020 in its gas basins. "
