File,Codes,Page,ID,Text
"France_Carmelia, 2021, Carmila Capital Markets Day FR","[d, k]",1,7fde743953c4547e57a88258804d652c,"Un nouvel engagement sur le climat zro mission nette dici 2030  Carmila se fixe comme objectif zro mission nette de carbone Scope 1 et 2 en 2030. Dici 2030, Carmila rduira de 90 ses missions par rapport  2019 grce  une diminution de sa  consommation dnergie et  lutilisation exclusive dnergies renouvelables dans ses centres. Les 10 dmissions restant seront compenss, en ligne avec les prconisations de la SBTi (Science Based Targets initiative). Cette compensation seffectuera via le financement de la transition cologique dexploitations agricoles proches des centres Carmila, en partenariat avec la socit TerraTerre. Carmila continuera galement de rduire ses missions Scope 3, avec comme ambition datteindre la neutralit carbone en 2040. "
