File,Codes,Page,ID,Text
"Italy_eni, 2022, sustainability performance",[b],35,805b641b4179180d0fe3bcf62f6f4f5e,"47) Fraction of petroleum products intended for non-energy uses (e.g. petrochemicals) or associated with decarbonized products (e.g. blue hydrogen, power with CCS) according to IEA WEO2021. "
