File,Codes,Page,ID,Text
"Bahrain_Bapco Energies, 2022, ESG Report 2022",[e],6,50253b7786eac5105494418225824875,"In 2022, we achieved a notable reduction in carbon intensity 12.5 from 2017 baseline, attesting our commitment to emissions management initiatives and programs. Furthermore, our commitment to reducing methane emissions by 30 (2020 baseline) by 2030, aligns with the Global Methane Pledge 2030. Our commitments also include a 30 reduction in carbon emissions by 2035 and reaching Net-Zero carbon emissions by 2060, demonstrating our pledge to the Paris Agreement (2021 NDC) and global climate goals. "
